,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths
19995,Saskatchewan,Canada,52.9399,-106.4509,4/6/20,249,5.0,3
19996,,Central African Republic,6.6111,20.9394,4/6/20,8,98.0,0
19997,,Chad,15.4542,18.7322,4/6/20,9,368.0,0
19998,,Chile,-35.6751,-71.543,4/6/20,4815,384.0,37
19999,Anhui,China,31.8257,117.2264,4/6/20,990,15.0,6
20000,Beijing,China,40.1824,116.4142,4/6/20,587,3.0,8
20001,Chongqing,China,30.0572,107.874,4/6/20,579,0.0,6
20002,Fujian,China,26.0789,117.9874,4/6/20,350,93.0,1
20003,Gansu,China,37.8099,101.0583,4/6/20,139,7.0,2
20004,Guangdong,China,23.3417,113.4244,4/6/20,1532,4.0,8
20005,Guangxi,China,23.8298,108.7881,4/6/20,254,0.0,2
20006,Guizhou,China,26.8154,106.8748,4/6/20,146,300.0,2
20007,Hainan,China,19.1959,109.7453,4/6/20,168,43.0,6
20008,Hebei,China,39.549,116.1306,4/6/20,327,0.0,6
20009,Heilongjiang,China,47.862,127.7615,4/6/20,524,67.0,13
20010,Henan,China,33.882,113.614,4/6/20,1276,50.0,22
20011,Hong Kong,China,22.3,114.2,4/6/20,914,50.0,4
20012,Hubei,China,30.9756,112.2707,4/6/20,67803,1.0,3212
20013,Hunan,China,27.6104,111.7088,4/6/20,1019,40.0,4
20014,Inner Mongolia,China,44.0935,113.9448,4/6/20,118,1.0,1
20015,Jiangsu,China,32.9711,119.455,4/6/20,651,11.0,0
20016,Jiangxi,China,27.614,115.7221,4/6/20,937,24932.0,1
20017,Jilin,China,43.6661,126.1923,4/6/20,98,1.0,1
20018,Liaoning,China,41.2956,122.6085,4/6/20,142,2.0,2
20019,Macau,China,22.1667,113.55,4/6/20,44,54.0,0
20020,Ningxia,China,37.2692,106.1655,4/6/20,75,53913.0,0
20021,Qinghai,China,35.7452,95.9956,4/6/20,18,4.0,0
20022,Shaanxi,China,35.1917,108.8701,4/6/20,256,0.0,3
20023,Shandong,China,36.3427,118.1498,4/6/20,780,269.0,7
20024,Shanghai,China,31.202,121.4491,4/6/20,536,17.0,6
20025,Shanxi,China,37.5777,112.2922,4/6/20,138,15.0,0
20026,Sichuan,China,30.6171,102.7103,4/6/20,559,0.0,3
20027,Tianjin,China,39.3054,117.323,4/6/20,180,8.0,3
20028,Tibet,China,31.6927,88.0924,4/6/20,1,0.0,0
20029,Xinjiang,China,41.1129,85.2401,4/6/20,76,2.0,3
20030,Yunnan,China,24.974,101.487,4/6/20,184,7.0,2
20031,Zhejiang,China,29.1832,120.0934,4/6/20,1264,112.0,1
20032,,Colombia,4.5709,-74.2973,4/6/20,1579,751.0,46
20033,,Congo (Brazzaville),-4.0383,21.7587,4/6/20,45,774.0,5
20034,,Congo (Kinshasa),-4.0383,21.7587,4/6/20,161,282.0,18
20035,,Costa Rica,9.7489,-83.7534,4/6/20,467,35465.0,2
20036,,Cote d'Ivoire,7.54,-5.5471,4/6/20,323,550.0,3
20037,,Croatia,45.1,15.2,4/6/20,1222,25.0,16
20038,,Diamond Princess,0.0,0.0,4/6/20,712,1183.0,11
20039,,Cuba,22.0,-80.0,4/6/20,350,30455.0,9
20040,,Cyprus,35.1264,33.4299,4/6/20,465,13.0,9
20041,,Czechia,49.8175,15.473,4/6/20,4822,685.0,78
20042,Faroe Islands,Denmark,61.8926,-6.9118,4/6/20,183,170.0,0
20043,Greenland,Denmark,71.7069,-42.6043,4/6/20,11,64.0,0
20044,,Denmark,56.2639,9.5018,4/6/20,4681,22.0,187
20045,,Djibouti,11.8251,42.5903,4/6/20,90,7117.0,0
20046,,Dominican Republic,18.7357,-70.1627,4/6/20,1828,123.0,86
20047,,Ecuador,-1.8312,-78.1834,4/6/20,3747,35.0,191
20048,,Egypt,26.0,30.0,4/6/20,1322,16.0,85
20049,,El Salvador,13.7942,-88.8965,4/6/20,69,76.0,4
20050,,Equatorial Guinea,1.5,10.0,4/6/20,16,3.0,0
20051,,Eritrea,15.1794,39.7823,4/6/20,31,8.0,0
20052,,Estonia,58.5953,25.0136,4/6/20,1108,55.0,19
20053,,Eswatini,-26.5225,31.4659,4/6/20,10,54.0,0
20054,,Ethiopia,9.145,40.4897,4/6/20,44,500.0,2
20055,,Fiji,-17.7134,178.065,4/6/20,14,11.0,0
20056,,Finland,64.0,26.0,4/6/20,2176,1830.0,27
20057,French Guiana,France,3.9339,-53.1258,4/6/20,72,13.0,0
20058,French Polynesia,France,-17.6797,149.4068,4/6/20,42,22.0,0
20059,Guadeloupe,France,16.25,-61.5833,4/6/20,135,16.0,7
20060,Mayotte,France,-12.8275,45.1662,4/6/20,147,2.0,2
20061,New Caledonia,France,-20.9043,165.618,4/6/20,18,23.0,0
20062,Reunion,France,-21.1351,55.2471,4/6/20,349,633.0,0
20063,Saint Barthelemy,France,17.9,-62.8333,4/6/20,6,56.0,0
20064,St Martin,France,18.0708,-63.0501,4/6/20,32,5.0,2
20065,Martinique,France,14.6415,-61.0242,4/6/20,151,4.0,4
20066,,France,46.2276,2.2137,4/6/20,74390,4.0,8911
20067,,Gabon,-0.8037,11.6094,4/6/20,24,122.0,1
20068,,Gambia,13.4432,-15.3101,4/6/20,4,2.0,1
20069,,Georgia,42.3154,43.3569,4/6/20,188,3.0,2
20070,,Germany,51.0,9.0,4/6/20,103374,1.0,1810
20071,,Ghana,7.9465,-1.0232,4/6/20,214,27.0,5
20072,,Greece,39.0742,21.8243,4/6/20,1755,7.0,79
20073,,Guatemala,15.7835,-90.2308,4/6/20,70,3.0,3
20074,,Guinea,9.9456,-9.6966,4/6/20,128,250.0,0
20075,,Guyana,5.0,-58.75,4/6/20,31,373.0,4
20076,,Haiti,18.9712,-72.2852,4/6/20,24,0.0,1
20077,,Holy See,41.9029,12.4534,4/6/20,7,41.0,0
20078,,Honduras,15.2,-86.2419,4/6/20,298,58.0,22
20079,,Hungary,47.1625,19.5033,4/6/20,744,41.0,38
20080,,Iceland,64.9631,-19.0208,4/6/20,1562,32.0,6
20081,,India,21.0,78.0,4/6/20,4778,109.0,136
20082,,Indonesia,-0.7893,113.9213,4/6/20,2491,727.0,209
20083,,Iran,32.0,53.0,4/6/20,60500,16.0,3739
20084,,Iraq,33.0,44.0,4/6/20,1031,0.0,64
20085,,Ireland,53.1424,-7.6921,4/6/20,5364,18.0,174
20086,,Israel,31.0,35.0,4/6/20,8904,1569.0,57
20087,,Italy,43.0,12.0,4/6/20,132547,140.0,16523
20088,,Jamaica,18.1096,-77.2975,4/6/20,58,318.0,3
20089,,Japan,36.0,138.0,4/6/20,3654,233.0,85
20090,,Jordan,31.24,36.51,4/6/20,349,227.0,6
20091,,Kazakhstan,48.0196,66.9237,4/6/20,662,729.0,6
20092,,Kenya,-0.0236,37.9062,4/6/20,158,795.0,6
20093,,"Korea, South",36.0,128.0,4/6/20,10284,7.0,186
20094,,Kuwait,29.5,47.75,4/6/20,665,0.0,1
20095,,Kyrgyzstan,41.2044,74.7661,4/6/20,216,1.0,4
20096,,Latvia,56.8796,24.6032,4/6/20,542,1.0,1
20097,,Lebanon,33.8547,35.8623,4/6/20,541,50.0,19
20098,,Liberia,6.4281,-9.4295,4/6/20,14,685.0,3
20099,,Liechtenstein,47.14,9.55,4/6/20,77,137.0,1
20100,,Lithuania,55.1694,23.8813,4/6/20,843,0.0,15
20101,,Luxembourg,49.8153,6.1296,4/6/20,2843,0.0,41
20102,,Madagascar,-18.7669,46.8691,4/6/20,82,492.0,0
20103,,Malaysia,2.5,112.5,4/6/20,3793,23.0,62
20104,,Maldives,3.2028,73.2207,4/6/20,19,137.0,0
20105,,Malta,35.9375,14.3754,4/6/20,241,1.0,0
20106,,Mauritania,21.0079,10.9408,4/6/20,6,410.0,1
20107,,Mauritius,-20.2,57.5,4/6/20,244,55668.0,7
20108,,Mexico,23.6345,-102.5528,4/6/20,2439,54.0,125
20109,,Moldova,47.4116,28.3699,4/6/20,965,2.0,19
20110,,Monaco,43.7333,7.4167,4/6/20,77,4.0,1
20111,,Mongolia,46.8625,103.8467,4/6/20,15,381.0,0
20112,,Montenegro,42.5,19.3,4/6/20,233,11100.0,2
20113,,Morocco,31.7917,-7.0926,4/6/20,1120,4.0,80
20114,,Namibia,-22.9576,18.4904,4/6/20,16,91.0,0
20115,,Nepal,28.1667,84.25,4/6/20,9,5.0,0
20116,Aruba,Netherlands,12.5186,-70.0358,4/6/20,71,1013.0,0
20117,Curacao,Netherlands,12.1696,-68.99,4/6/20,13,1.0,1
20118,Sint Maarten,Netherlands,18.0425,-63.0548,4/6/20,37,25.0,6
20119,,Netherlands,52.1326,5.2913,4/6/20,18803,1.0,1867
20120,,New Zealand,-40.9006,174.886,4/6/20,1106,25.0,1
20121,,Nicaragua,12.8654,-85.2072,4/6/20,6,2423.0,1
20122,,Niger,17.6078,8.0817,4/6/20,253,0.0,10
20123,,Nigeria,9.082,8.6753,4/6/20,238,61.0,5
20124,,North Macedonia,41.6086,21.7453,4/6/20,570,418.0,23
20125,,Norway,60.472,8.4689,4/6/20,5865,25.0,76
20126,,Oman,21.0,57.0,4/6/20,331,6.0,2
20127,,Pakistan,30.3753,69.3451,4/6/20,3766,40.0,53
20128,,Panama,8.538,-80.7821,4/6/20,1988,69.0,54
20129,,Papua New Guinea,-6.315,143.9555,4/6/20,2,103.0,0
20130,,Paraguay,-23.4425,-58.4438,4/6/20,113,0.0,5
20131,,Peru,-9.19,-75.0152,4/6/20,2561,344.0,92
20132,,Philippines,13.0,122.0,4/6/20,3660,214.0,163
20133,,Poland,51.9194,19.1451,4/6/20,4413,28790.0,107
20134,,Portugal,39.3999,-8.2245,4/6/20,11730,42.0,311
20135,,Qatar,25.3548,51.1839,4/6/20,1832,84.0,4
20136,,Romania,45.9432,24.9668,4/6/20,4057,144.0,176
20137,,Russia,60.0,90.0,4/6/20,6343,25.0,47
20138,,Rwanda,-1.9403,29.8739,4/6/20,105,0.0,0
20139,,Saint Lucia,13.9094,-60.9789,4/6/20,14,45.0,0
20140,,Saint Vincent and the Grenadines,12.9843,-61.2872,4/6/20,7,0.0,0
20141,,San Marino,43.9424,12.4578,4/6/20,266,52.0,32
20142,,Saudi Arabia,24.0,45.0,4/6/20,2605,2.0,38
20143,,Senegal,14.4974,-14.4524,4/6/20,226,0.0,2
20144,,Serbia,44.0165,21.0059,4/6/20,2200,0.0,58
20145,,Seychelles,-4.6796,55.492,4/6/20,11,0.0,0
20146,,Singapore,1.2833,103.8333,4/6/20,1375,0.0,6
20147,,Slovakia,48.669,19.699,4/6/20,534,0.0,2
20148,,Slovenia,46.1512,14.9955,4/6/20,1021,0.0,30
20149,,Somalia,5.1521,46.1996,4/6/20,7,0.0,0
20150,,South Africa,-30.5595,22.9375,4/6/20,1686,0.0,12
20151,,Spain,40.0,-4.0,4/6/20,136675,0.0,13341
20152,,Sri Lanka,7.0,81.0,4/6/20,178,1.0,5
20153,,Sudan,12.8628,30.2176,4/6/20,12,0.0,2
20154,,Suriname,3.9193,-56.0278,4/6/20,10,0.0,1
20155,,Sweden,63.0,16.0,4/6/20,7206,0.0,477
20156,,Switzerland,46.8182,8.2275,4/6/20,21657,0.0,765
20157,,Taiwan*,23.7,121.0,4/6/20,373,0.0,5
20158,,Tanzania,-6.369,34.8888,4/6/20,24,0.0,1
20159,,Thailand,15.0,101.0,4/6/20,2220,0.0,26
20160,,Togo,8.6195,0.8248,4/6/20,58,32.0,3
20161,,Trinidad and Tobago,10.6918,-61.2225,4/6/20,105,197.0,8
20162,,Tunisia,34.0,9.0,4/6/20,596,460.0,22
20163,,Turkey,38.9637,35.2433,4/6/20,30217,71.0,649
20164,,Uganda,1.0,32.0,4/6/20,52,4.0,0
20165,,Ukraine,48.3794,31.1656,4/6/20,1319,0.0,38
20166,,United Arab Emirates,24.0,54.0,4/6/20,2076,440.0,11
20167,Bermuda,United Kingdom,32.3078,-64.7505,4/6/20,39,173.0,2
20168,Cayman Islands,United Kingdom,19.3133,-81.2546,4/6/20,39,59.0,1
20169,Channel Islands,United Kingdom,49.3723,-2.3644,4/6/20,323,4.0,7
20170,Gibraltar,United Kingdom,36.1408,-5.3536,4/6/20,109,2.0,0
20171,Isle of Man,United Kingdom,54.2361,-4.5481,4/6/20,139,372.0,1
20172,Montserrat,United Kingdom,16.7425,-62.1874,4/6/20,6,179.0,0
20173,,United Kingdom,55.3781,-3.4360000000000004,4/6/20,51608,48.0,6433
20174,,Uruguay,-32.5228,-55.7658,4/6/20,415,926.0,6
20175,,US,37.0902,-95.7129,4/6/20,366317,216.0,13894
20176,,Uzbekistan,41.3775,64.5853,4/6/20,457,6604.0,2
20177,,Venezuela,6.4238,-66.5897,4/6/20,165,200.0,7
20178,,Vietnam,16.0,108.0,4/6/20,245,5.0,0
20179,,Zambia,-15.4167,28.2833,4/6/20,39,555.0,1
20180,,Zimbabwe,-20.0,30.0,4/6/20,10,36.0,1
20181,Diamond Princess,Canada,0.0,0.0,4/6/20,0,11.0,1
20182,,Dominica,15.415,-61.371,4/6/20,15,172.0,0
20183,,Grenada,12.1165,-61.679,4/6/20,12,5986.0,0
20184,,Mozambique,-18.665695,35.529562,4/6/20,10,0.0,0
20185,,Syria,34.802075,38.99681500000001,4/6/20,19,5.0,2
20186,,Timor-Leste,-8.874217,125.727539,4/6/20,1,2.0,0
20187,,Belize,13.1939,-59.5432,4/6/20,7,2.0,1
20188,Recovered,Canada,0.0,0.0,4/6/20,0,139.0,0
20189,,Laos,19.85627,102.495496,4/6/20,12,173.0,0
20190,,Libya,26.3351,17.228331,4/6/20,19,104.0,1
20191,,West Bank and Gaza,31.9522,35.2332,4/6/20,254,62.0,1
20192,,Guinea-Bissau,11.8037,-15.1804,4/6/20,18,155.0,0
20193,,Mali,17.570692,-3.996166000000001,4/6/20,47,1.0,5
20194,,Saint Kitts and Nevis,17.357822,-62.782998,4/6/20,10,75.0,0
20195,Northwest Territories,Canada,64.8255,-124.8457,4/6/20,5,98.0,0
20196,Yukon,Canada,64.2823,-135.0,4/6/20,6,6589.0,0
20197,,Kosovo,42.602636,20.902977,4/6/20,145,0.0,1
20198,,Burma,21.9162,95.956,4/6/20,22,2.0,1
20199,Anguilla,United Kingdom,18.2206,-63.0686,4/6/20,3,1864.0,0
20200,British Virgin Islands,United Kingdom,18.4207,-64.64,4/6/20,3,984.0,0
20201,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,4/6/20,8,474.0,1
20202,,MS Zaandam,0.0,0.0,4/6/20,9,570.0,2
20203,,Botswana,-22.3285,24.6849,4/6/20,6,317.0,1
20204,,Burundi,-3.3731,29.9189,4/6/20,3,135.0,0
20205,,Sierra Leone,8.460555000000001,-11.779889,4/6/20,6,1437.0,0
20206,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,4/6/20,2,252.0,0
20207,,Malawi,-13.254307999999998,34.301525,4/6/20,5,144.0,0
20208,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/6/20,2,162.0,0
20209,Saint Pierre and Miquelon,France,46.8852,-56.3159,4/6/20,1,313.0,0
20210,,South Sudan,6.877000000000002,31.307,4/6/20,1,470.0,0
20211,,Western Sahara,24.2155,-12.8858,4/6/20,4,1252.0,0
20212,,Sao Tome and Principe,0.18636,6.613081,4/6/20,4,336.0,0
20213,,Yemen,15.552727,48.516388,4/6/20,0,64264.0,0
20214,,Comoros,-11.6455,43.3333,4/6/20,0,1014.0,0
20215,,Tajikistan,38.861034,71.276093,4/6/20,0,79.0,0
20216,,Afghanistan,33.0,65.0,4/7/20,423,636.0,14
20217,,Albania,41.1533,20.1683,4/7/20,383,936.0,22
20218,,Algeria,28.0339,1.6596,4/7/20,1468,96.0,193
20219,,Andorra,42.5063,1.5218,4/7/20,545,133.0,22
20220,,Angola,-11.2027,17.8739,4/7/20,17,10.0,2
20221,,Antigua and Barbuda,17.0608,-61.7964,4/7/20,19,75.0,1
20222,,Argentina,-38.4161,-63.6167,4/7/20,1628,18.0,56
20223,,Armenia,40.0691,45.0382,4/7/20,853,248.0,8
20224,Australian Capital Territory,Australia,-35.4735,149.0124,4/7/20,96,757.0,2
20225,New South Wales,Australia,-33.8688,151.2093,4/7/20,2686,438.0,21
20226,Northern Territory,Australia,-12.4634,130.8456,4/7/20,28,135.0,0
20227,Queensland,Australia,-28.0167,153.4,4/7/20,934,547.0,4
20228,South Australia,Australia,-34.9285,138.6007,4/7/20,411,161.0,1
20229,Tasmania,Australia,-41.4545,145.9707,4/7/20,89,1.0,2
20230,Victoria,Australia,-37.8136,144.9631,4/7/20,1191,73.0,11
20231,Western Australia,Australia,-31.9505,115.8605,4/7/20,460,174.0,4
20232,,Austria,47.5162,14.5501,4/7/20,12639,1236.0,243
20233,,Azerbaijan,40.1431,47.5769,4/7/20,717,214.0,8
20234,,Bahamas,25.0343,-77.3963,4/7/20,33,5.0,6
20235,,Bahrain,26.0275,50.55,4/7/20,811,16.0,5
20236,,Bangladesh,23.685,90.3563,4/7/20,164,49.0,17
20237,,Barbados,13.1939,-59.5432,4/7/20,63,58.0,3
20238,,Belarus,53.7098,27.9534,4/7/20,861,323.0,13
20239,,Belgium,50.8333,4.0,4/7/20,22194,619.0,2035
20240,,Benin,9.3077,2.3158,4/7/20,26,77.0,1
20241,,Bhutan,27.5142,90.4336,4/7/20,5,61.0,0
20242,,Bolivia,-16.2902,-63.5887,4/7/20,194,411.0,14
20243,,Bosnia and Herzegovina,43.9159,17.6791,4/7/20,764,145.0,33
20244,,Brazil,-14.235,-51.9253,4/7/20,14034,11.0,686
20245,,Brunei,4.5353,114.7277,4/7/20,135,1955.0,1
20246,,Bulgaria,42.7339,25.4858,4/7/20,577,36.0,23
20247,,Burkina Faso,12.2383,-1.5616,4/7/20,384,5.0,19
20248,,Cabo Verde,16.5388,-23.0418,4/7/20,7,108.0,1
20249,,Cambodia,11.55,104.9167,4/7/20,115,411.0,0
20250,,Cameroon,3.848,11.5021,4/7/20,658,426.0,9
20251,Alberta,Canada,53.9333,-116.5765,4/7/20,1373,19.0,24
20252,British Columbia,Canada,49.2827,-123.1207,4/7/20,1266,3.0,39
20253,Grand Princess,Canada,37.6489,-122.6655,4/7/20,13,0.0,0
20254,Manitoba,Canada,53.7609,-98.8139,4/7/20,217,93.0,3
20255,New Brunswick,Canada,46.5653,-66.4619,4/7/20,105,7.0,0
20256,Newfoundland and Labrador,Canada,53.1355,-57.6604,4/7/20,228,10.0,1
20257,Nova Scotia,Canada,44.682,-63.7443,4/7/20,310,0.0,1
20258,Ontario,Canada,51.2538,-85.3232,4/7/20,4726,300.0,153
20259,Prince Edward Island,Canada,46.5107,-63.4168,4/7/20,22,43.0,0
20260,Quebec,Canada,52.9399,-73.5491,4/7/20,9340,0.0,150
20261,Saskatchewan,Canada,52.9399,-106.4509,4/7/20,260,67.0,3
20262,,Central African Republic,6.6111,20.9394,4/7/20,8,50.0,0
20263,,Chad,15.4542,18.7322,4/7/20,10,59.0,0
20264,,Chile,-35.6751,-71.543,4/7/20,5116,1.0,43
20265,Anhui,China,31.8257,117.2264,4/7/20,990,40.0,6
20266,Beijing,China,40.1824,116.4142,4/7/20,587,1.0,8
20267,Chongqing,China,30.0572,107.874,4/7/20,579,11.0,6
20268,Fujian,China,26.0789,117.9874,4/7/20,351,26391.0,1
20269,Gansu,China,37.8099,101.0583,4/7/20,139,1.0,2
20270,Guangdong,China,23.3417,113.4244,4/7/20,1533,2.0,8
20271,Guangxi,China,23.8298,108.7881,4/7/20,254,60.0,2
20272,Guizhou,China,26.8154,106.8748,4/7/20,146,57400.0,2
20273,Hainan,China,19.1959,109.7453,4/7/20,168,4.0,6
20274,Hebei,China,39.549,116.1306,4/7/20,327,0.0,6
20275,Heilongjiang,China,47.862,127.7615,4/7/20,544,269.0,13
20276,Henan,China,33.882,113.614,4/7/20,1276,19.0,22
20277,Hong Kong,China,22.3,114.2,4/7/20,935,17.0,4
20278,Hubei,China,30.9756,112.2707,4/7/20,67803,0.0,3212
20279,Hunan,China,27.6104,111.7088,4/7/20,1019,8.0,4
20280,Inner Mongolia,China,44.0935,113.9448,4/7/20,121,0.0,1
20281,Jiangsu,China,32.9711,119.455,4/7/20,651,2.0,0
20282,Jiangxi,China,27.614,115.7221,4/7/20,937,7.0,1
20283,Jilin,China,43.6661,126.1923,4/7/20,98,115.0,1
20284,Liaoning,China,41.2956,122.6085,4/7/20,144,841.0,2
20285,Macau,China,22.1667,113.55,4/7/20,44,969.0,0
20286,Ningxia,China,37.2692,106.1655,4/7/20,75,286.0,0
20287,Qinghai,China,35.7452,95.9956,4/7/20,18,41947.0,0
20288,Shaanxi,China,35.1917,108.8701,4/7/20,256,601.0,3
20289,Shandong,China,36.3427,118.1498,4/7/20,781,25.0,7
20290,Shanghai,China,31.202,121.4491,4/7/20,538,1341.0,6
20291,Shanxi,China,37.5777,112.2922,4/7/20,138,32534.0,0
20292,Sichuan,China,30.6171,102.7103,4/7/20,560,13.0,3
20293,Tianjin,China,39.3054,117.323,4/7/20,180,762.0,3
20294,Tibet,China,31.6927,88.0924,4/7/20,1,177.0,0
20295,Xinjiang,China,41.1129,85.2401,4/7/20,76,81.0,3
20296,Yunnan,China,24.974,101.487,4/7/20,184,24.0,2
20297,Zhejiang,China,29.1832,120.0934,4/7/20,1265,7243.0,1
20298,,Colombia,4.5709,-74.2973,4/7/20,1780,133.0,50
20299,,Congo (Brazzaville),-4.0383,21.7587,4/7/20,45,44.0,5
20300,,Congo (Kinshasa),-4.0383,21.7587,4/7/20,180,16.0,18
20301,,Costa Rica,9.7489,-83.7534,4/7/20,483,77.0,2
20302,,Cote d'Ivoire,7.54,-5.5471,4/7/20,349,3.0,3
20303,,Croatia,45.1,15.2,4/7/20,1282,8.0,18
20304,,Diamond Princess,0.0,0.0,4/7/20,712,55.0,11
20305,,Cuba,22.0,-80.0,4/7/20,396,54.0,11
20306,,Cyprus,35.1264,33.4299,4/7/20,494,500.0,9
20307,,Czechia,49.8175,15.473,4/7/20,5017,11.0,88
20308,Faroe Islands,Denmark,61.8926,-6.9118,4/7/20,184,1995.0,0
20309,Greenland,Denmark,71.7069,-42.6043,4/7/20,11,13.0,0
20310,,Denmark,56.2639,9.5018,4/7/20,5071,22.0,203
20311,,Djibouti,11.8251,42.5903,4/7/20,90,16.0,0
20312,,Dominican Republic,18.7357,-70.1627,4/7/20,1956,2.0,98
20313,,Ecuador,-1.8312,-78.1834,4/7/20,3747,28.0,191
20314,,Egypt,26.0,30.0,4/7/20,1450,633.0,94
20315,,El Salvador,13.7942,-88.8965,4/7/20,78,75.0,4
20316,,Equatorial Guinea,1.5,10.0,4/7/20,16,5.0,0
20317,,Eritrea,15.1794,39.7823,4/7/20,31,4.0,0
20318,,Estonia,58.5953,25.0136,4/7/20,1149,5.0,21
20319,,Eswatini,-26.5225,31.4659,4/7/20,10,146.0,0
20320,,Ethiopia,9.145,40.4897,4/7/20,52,2.0,2
20321,,Fiji,-17.7134,178.065,4/7/20,15,3.0,0
20322,,Finland,64.0,26.0,4/7/20,2308,1.0,34
20323,French Guiana,France,3.9339,-53.1258,4/7/20,72,29.0,0
20324,French Polynesia,France,-17.6797,149.4068,4/7/20,47,7.0,0
20325,Guadeloupe,France,16.25,-61.5833,4/7/20,139,5.0,7
20326,Mayotte,France,-12.8275,45.1662,4/7/20,171,250.0,2
20327,New Caledonia,France,-20.9043,165.618,4/7/20,18,422.0,0
20328,Reunion,France,-21.1351,55.2471,4/7/20,358,0.0,0
20329,Saint Barthelemy,France,17.9,-62.8333,4/7/20,6,41.0,0
20330,St Martin,France,18.0708,-63.0501,4/7/20,32,70.0,2
20331,Martinique,France,14.6415,-61.0242,4/7/20,152,41.0,4
20332,,France,46.2276,2.2137,4/7/20,78167,32.0,10328
20333,,Gabon,-0.8037,11.6094,4/7/20,30,109.0,1
20334,,Gambia,13.4432,-15.3101,4/7/20,4,762.0,1
20335,,Georgia,42.3154,43.3569,4/7/20,196,17.0,3
20336,,Germany,51.0,9.0,4/7/20,107663,0.0,2016
20337,,Ghana,7.9465,-1.0232,4/7/20,287,18.0,5
20338,,Greece,39.0742,21.8243,4/7/20,1832,1739.0,81
20339,,Guatemala,15.7835,-90.2308,4/7/20,77,157.0,3
20340,,Guinea,9.9456,-9.6966,4/7/20,144,375.0,0
20341,,Guyana,5.0,-58.75,4/7/20,33,266.0,5
20342,,Haiti,18.9712,-72.2852,4/7/20,25,247.0,1
20343,,Holy See,41.9029,12.4534,4/7/20,7,758.0,0
20344,,Honduras,15.2,-86.2419,4/7/20,305,1045.0,22
20345,,Hungary,47.1625,19.5033,4/7/20,817,18.0,47
20346,,Iceland,64.9631,-19.0208,4/7/20,1586,0.0,6
20347,,India,21.0,78.0,4/7/20,5311,1.0,150
20348,,Indonesia,-0.7893,113.9213,4/7/20,2738,1.0,221
20349,,Iran,32.0,53.0,4/7/20,62589,53.0,3872
20350,,Iraq,33.0,44.0,4/7/20,1122,720.0,65
20351,,Ireland,53.1424,-7.6921,4/7/20,5709,152.0,210
20352,,Israel,31.0,35.0,4/7/20,9248,0.0,65
20353,,Italy,43.0,12.0,4/7/20,135586,0.0,17127
20354,,Jamaica,18.1096,-77.2975,4/7/20,63,528.0,3
20355,,Japan,36.0,138.0,4/7/20,3906,23.0,92
20356,,Jordan,31.24,36.51,4/7/20,353,148.0,6
20357,,Kazakhstan,48.0196,66.9237,4/7/20,697,1.0,6
20358,,Kenya,-0.0236,37.9062,4/7/20,172,410.0,6
20359,,"Korea, South",36.0,128.0,4/7/20,10331,59109.0,192
20360,,Kuwait,29.5,47.75,4/7/20,743,54.0,1
20361,,Kyrgyzstan,41.2044,74.7661,4/7/20,228,2.0,4
20362,,Latvia,56.8796,24.6032,4/7/20,548,4.0,2
20363,,Lebanon,33.8547,35.8623,4/7/20,548,381.0,19
20364,,Liberia,6.4281,-9.4295,4/7/20,14,12100.0,3
20365,,Liechtenstein,47.14,9.55,4/7/20,78,5.0,1
20366,,Lithuania,55.1694,23.8813,4/7/20,880,99.0,15
20367,,Luxembourg,49.8153,6.1296,4/7/20,2970,5.0,44
20368,,Madagascar,-18.7669,46.8691,4/7/20,88,1135.0,0
20369,,Malaysia,2.5,112.5,4/7/20,3963,1.0,63
20370,,Maldives,3.2028,73.2207,4/7/20,19,25.0,0
20371,,Malta,35.9375,14.3754,4/7/20,293,12.0,0
20372,,Mauritania,21.0079,10.9408,4/7/20,6,43.0,1
20373,,Mauritius,-20.2,57.5,4/7/20,268,2965.0,7
20374,,Mexico,23.6345,-102.5528,4/7/20,2785,4.0,141
20375,,Moldova,47.4116,28.3699,4/7/20,1056,79.0,22
20376,,Monaco,43.7333,7.4167,4/7/20,79,588.0,1
20377,,Mongolia,46.8625,103.8467,4/7/20,15,25.0,0
20378,,Montenegro,42.5,19.3,4/7/20,241,6.0,2
20379,,Morocco,31.7917,-7.0926,4/7/20,1184,48.0,90
20380,,Namibia,-22.9576,18.4904,4/7/20,16,84.0,0
20381,,Nepal,28.1667,84.25,4/7/20,9,112.0,0
20382,Aruba,Netherlands,12.5186,-70.0358,4/7/20,74,0.0,0
20383,Curacao,Netherlands,12.1696,-68.99,4/7/20,13,344.0,1
20384,Sint Maarten,Netherlands,18.0425,-63.0548,4/7/20,40,224.0,6
20385,,Netherlands,52.1326,5.2913,4/7/20,19580,31270.0,2101
20386,,New Zealand,-40.9006,174.886,4/7/20,1160,42.0,1
20387,,Nicaragua,12.8654,-85.2072,4/7/20,6,93.0,1
20388,,Niger,17.6078,8.0817,4/7/20,278,144.0,11
20389,,Nigeria,9.082,8.6753,4/7/20,254,28.0,6
20390,,North Macedonia,41.6086,21.7453,4/7/20,599,0.0,26
20391,,Norway,60.472,8.4689,4/7/20,6086,57.0,89
